DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2023-01-25	36653681	Miyazawa K	2023-01-19	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/36653681	Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.	Atrial fibrillation	77,690 European ancestry cases, 1,167,040 European ancestry controls, 67,864 Japanese ancestry cases, 1,026,594 Japanese ancestry controls	NA	22q12.1	22	25768112		MYO18B			ENSG00000133454			rs133902-T	rs133902	0	133902	splice_region_variant	0	0.4642	1E-11	11.0		0.0411	[0.029-0.053] unit increase	Illumina [5000630] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST90204201	Genome-wide genotyping array
2023-01-25	36653681	Miyazawa K	2023-01-19	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/36653681	Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.	Atrial fibrillation	9,826 Japanese ancestry cases, 140,446 Japanese ancestry controls	4,602 Japanese ancestry cases, 44,075 Japanese ancestry controls	1p13.2	1	111849738		KCND3			ENSG00000171385			rs12044963-?	rs12044963	0	12044963	intron_variant	0	NR	3E-9	8.522878745280337		0.0882859	[0.059-0.117] unit increase	Illumina [8753038] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST90244768	Genome-wide genotyping array
2023-01-25	36653681	Miyazawa K	2023-01-19	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/36653681	Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.	Atrial fibrillation	9,826 Japanese ancestry cases, 140,446 Japanese ancestry controls	4,602 Japanese ancestry cases, 44,075 Japanese ancestry controls	1q21.2	1	147756741		GJA5			ENSG00000265107			rs11240121-?	rs11240121	0	11240121	3_prime_UTR_variant	0	NR	2E-8	7.698970004336019		0.0839863	[0.055-0.113] unit increase	Illumina [8753038] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST90244768	Genome-wide genotyping array
2023-01-25	36653681	Miyazawa K	2023-01-19	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/36653681	Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.	Atrial fibrillation	9,826 Japanese ancestry cases, 140,446 Japanese ancestry controls	4,602 Japanese ancestry cases, 44,075 Japanese ancestry controls	1q24.2	1	170662622		GORAB - PRRX1	ENSG00000120370	ENSG00000116132		108788	106	rs629234-?	rs629234	0	629234	upstream_gene_variant	1	NR	9E-24	23.045757490560675		0.151758	[0.12-0.18] unit decrease	Illumina [8753038] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST90244768	Genome-wide genotyping array
2023-01-25	36653681	Miyazawa K	2023-01-19	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/36653681	Cross-ancestry genome-wide analysis of atrial fibrillation unveils disease biology and enables cardioembolic risk prediction.	Atrial fibrillation	9,826 Japanese ancestry cases, 140,446 Japanese ancestry controls	4,602 Japanese ancestry cases, 44,075 Japanese ancestry controls	1q32.1	1	203062910		PPFIA4			ENSG00000143847			rs11579558-?	rs11579558	0	11579558	intron_variant	0	NR	2E-22	21.69897000433602		0.163396	[0.13-0.2] unit decrease	Illumina [8753038] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST90244768	Genome-wide genotyping array
2018-02-19	29290336	Nielsen JB	2018-01-04	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/29290336	Genome-wide Study of Atrial Fibrillation Identifies Seven Risk Loci and Highlights Biological Pathways and Regulatory Elements Involved in Cardiac Development.	Atrial fibrillation	6,337 European ancestry cases, 61,607 European ancestry controls	30,679 European ancestry cases, 278,895 European ancestry controls	10q22.2	10	73661450	SYNPO2L	SYNPO2L-AS1, SYNPO2L			ENSG00000271848, ENSG00000166317			rs10824026-A	rs10824026	0	10824026	intron_variant	0	0.85084	2E-6	5.698970004336019		1.162055	[1.09713391-1.23081772]	Illumina [8952551] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST005306	Genome-wide genotyping array
2018-02-19	29290336	Nielsen JB	2018-01-04	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/29290336	Genome-wide Study of Atrial Fibrillation Identifies Seven Risk Loci and Highlights Biological Pathways and Regulatory Elements Involved in Cardiac Development.	Atrial fibrillation	6,337 European ancestry cases, 61,607 European ancestry controls	30,679 European ancestry cases, 278,895 European ancestry controls	2q31.2	2	178546938	TTN-AS1, TTN	TTN-AS1, TTN			ENSG00000237298, ENSG00000155657			rs2288327-G	rs2288327	0	2288327	intron_variant	0	0.15803	9E-10	9.045757490560675		1.1898652	[1.12883991331669-1.25418946585943]	Illumina [8952551] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST005306	Genome-wide genotyping array
2018-02-19	29290336	Nielsen JB	2018-01-04	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/29290336	Genome-wide Study of Atrial Fibrillation Identifies Seven Risk Loci and Highlights Biological Pathways and Regulatory Elements Involved in Cardiac Development.	Atrial fibrillation	6,337 European ancestry cases, 61,607 European ancestry controls	30,679 European ancestry cases, 278,895 European ancestry controls	10q24.33	10	103720629	SH3PXD2A	SH3PXD2A			ENSG00000107957			rs35176054-A	rs35176054	0	35176054	intron_variant	0	0.12699	7E-7	6.154901959985743		1.1748965	[1.10854284427068-1.24522171699374]	Illumina [8952551] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST005306	Genome-wide genotyping array
2018-02-19	29290336	Nielsen JB	2018-01-04	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/29290336	Genome-wide Study of Atrial Fibrillation Identifies Seven Risk Loci and Highlights Biological Pathways and Regulatory Elements Involved in Cardiac Development.	Atrial fibrillation	6,337 European ancestry cases, 61,607 European ancestry controls	30,679 European ancestry cases, 278,895 European ancestry controls	1p32.3	1	50525780	DMRTA2, FAF1, CDKN2C, RNF11	FAF1			ENSG00000185104			rs56202902-C	rs56202902	0	56202902	intron_variant	0	0.021	2E-11	10.698970004336019		1.22	[1.14-1.31]	Illumina [8952551] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST005306	Genome-wide genotyping array
2018-02-19	29290336	Nielsen JB	2018-01-04	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/29290336	Genome-wide Study of Atrial Fibrillation Identifies Seven Risk Loci and Highlights Biological Pathways and Regulatory Elements Involved in Cardiac Development.	Atrial fibrillation	6,337 European ancestry cases, 61,607 European ancestry controls	30,679 European ancestry cases, 278,895 European ancestry controls	2q31.2	2	178624999	TTN	TTN, TTN-AS1			ENSG00000155657, ENSG00000237298			rs12614435-G	rs12614435	0	12614435	intron_variant	0	0.155	7E-18	17.154901959985743		1.1	[1.08-1.13]	Illumina [8952551] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST005306	Genome-wide genotyping array
2018-02-19	29290336	Nielsen JB	2018-01-04	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/29290336	Genome-wide Study of Atrial Fibrillation Identifies Seven Risk Loci and Highlights Biological Pathways and Regulatory Elements Involved in Cardiac Development.	Atrial fibrillation	6,337 European ancestry cases, 61,607 European ancestry controls	30,679 European ancestry cases, 278,895 European ancestry controls	1q21.3	1	154858667	KCNN3	KCNN3			ENSG00000143603			rs34245846-G	rs34245846	0	34245846	intron_variant	0	0.302	7E-9	8.154901959985743		1.14	[1.09-1.19]	Illumina [8952551] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST005306	Genome-wide genotyping array
2018-02-19	29290336	Nielsen JB	2018-01-04	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/29290336	Genome-wide Study of Atrial Fibrillation Identifies Seven Risk Loci and Highlights Biological Pathways and Regulatory Elements Involved in Cardiac Development.	Atrial fibrillation	6,337 European ancestry cases, 61,607 European ancestry controls	30,679 European ancestry cases, 278,895 European ancestry controls	1q24.2	1	170224684	PRRX1	LINC01681			ENSG00000233985			rs72700114-C	rs72700114	0	72700114	intron_variant	0	0.069	4E-10	9.397940008672037		1.26	[1.17-1.36]	Illumina [8952551] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST005306	Genome-wide genotyping array
2018-02-19	29290336	Nielsen JB	2018-01-04	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/29290336	Genome-wide Study of Atrial Fibrillation Identifies Seven Risk Loci and Highlights Biological Pathways and Regulatory Elements Involved in Cardiac Development.	Atrial fibrillation	6,337 European ancestry cases, 61,607 European ancestry controls	30,679 European ancestry cases, 278,895 European ancestry controls	4q25	4	110782354	PITX2	NA - LINC01438		ENSG00000249519			12049	rs77831929-T	rs77831929	1	7689774	intergenic_variant	1	0.18	2E-39	38.69897000433602		1.41	[1.34-1.48]	Illumina [8952551] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST005306	Genome-wide genotyping array
2018-02-19	29290336	Nielsen JB	2018-01-04	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/29290336	Genome-wide Study of Atrial Fibrillation Identifies Seven Risk Loci and Highlights Biological Pathways and Regulatory Elements Involved in Cardiac Development.	Atrial fibrillation	6,337 European ancestry cases, 61,607 European ancestry controls	30,679 European ancestry cases, 278,895 European ancestry controls	10q24.33	10	103565017	NEURL	NEURL1			ENSG00000107954			rs60572254-T	rs60572254	1	12415501	intron_variant	0	0.137	2E-14	13.698970004336019		1.25	[1.19-1.33]	Illumina [8952551] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST005306	Genome-wide genotyping array
2018-02-19	29290336	Nielsen JB	2018-01-04	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/29290336	Genome-wide Study of Atrial Fibrillation Identifies Seven Risk Loci and Highlights Biological Pathways and Regulatory Elements Involved in Cardiac Development.	Atrial fibrillation	6,337 European ancestry cases, 61,607 European ancestry controls	30,679 European ancestry cases, 278,895 European ancestry controls	16q22.3	16	72998133	ZHFX3	ZFHX3			ENSG00000140836			rs4404097-A	rs4404097	0	4404097	intron_variant	0	0.16	6E-10	9.221848749616356		1.18	[1.12-1.24]	Illumina [8952551] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST005306	Genome-wide genotyping array
2008-06-16	17603472	Gudbjartsson DF	2007-07-01	Nature	www.ncbi.nlm.nih.gov/pubmed/17603472	Variants conferring risk of atrial fibrillation on chromosome 4q25.	Atrial fibrillation/atrial flutter	550 European ancestry cases, 4,476 European ancestry controls	3,030 European ancestry cases, 14,780 European ancestry controls, 333 Han Chinese ancestry cases, 2,836 Han Chinese ancestry controls	4q25	4	110799605	PITX2, ENPEP	LINC01438 - MIR297	ENSG00000249519	ENSG00000215961		2261	60977	rs10033464-T	rs10033464	0	10033464	intergenic_variant	1	0.08	7E-11	10.154901959985743		1.39	[1.26-1.53]	Illumina [316515]	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST000051	Genome-wide genotyping array
2008-06-16	17603472	Gudbjartsson DF	2007-07-01	Nature	www.ncbi.nlm.nih.gov/pubmed/17603472	Variants conferring risk of atrial fibrillation on chromosome 4q25.	Atrial fibrillation/atrial flutter	550 European ancestry cases, 4,476 European ancestry controls	3,030 European ancestry cases, 14,780 European ancestry controls, 333 Han Chinese ancestry cases, 2,836 Han Chinese ancestry controls	4q25	4	110789013	PITX2, ENPEP	PITX2 - LINC01438	ENSG00000164093	ENSG00000249519		146890	5390	rs2200733-T	rs2200733	0	2200733	intergenic_variant	1	0.11	3E-41	40.52287874528034		1.72	[1.59-1.86]	Illumina [316515]	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST000051	Genome-wide genotyping array
2009-07-30	19597491	Gudbjartsson DF	2009-07-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19597491	A sequence variant in ZFHX3 on 16q22 associates with atrial fibrillation and ischemic stroke.	Atrial fibrillation	2,385 European ancestry cases, 33,752 European ancestry controls	up to 2,427 European ancestry cases, 3,379 European ancestry controls, 286 Han Chinese ancestry cases, 2,763 Han Chinese ancestry controls	4q25	4	110789013	intergenic	PITX2 - LINC01438	ENSG00000164093	ENSG00000249519		146890	5390	rs2200733-?	rs2200733	0	2200733	intergenic_variant	1	0.12	1E-14	14.0		1.42	[NR]	Illumina [303136]	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST000446	Genome-wide genotyping array
2009-07-30	19597491	Gudbjartsson DF	2009-07-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19597491	A sequence variant in ZFHX3 on 16q22 associates with atrial fibrillation and ischemic stroke.	Atrial fibrillation	2,385 European ancestry cases, 33,752 European ancestry controls	up to 2,427 European ancestry cases, 3,379 European ancestry controls, 286 Han Chinese ancestry cases, 2,763 Han Chinese ancestry controls	16q22.3	16	72995261	ZFHX3	ZFHX3			ENSG00000140836			rs7193343-T	rs7193343	0	7193343	intron_variant	0	NR	1E-10	10.0		1.21	[1.14-1.29]	Illumina [303136]	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST000446	Genome-wide genotyping array
2018-10-17	30061737	Nielsen JB	2018-07-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30061737	Biobank-driven genomic discovery yields new insight into atrial fibrillation biology.	Atrial fibrillation	60,620 European ancestry cases, 970,216 European ancestry controls	NA	16p13.3	16	2215270	RPL3L	PGP - E4F1	ENSG00000184207	ENSG00000167967		430	8310	rs77316573-T	rs77316573	0	77316573	TF_binding_site_variant	1	0.199	2E-8	7.698970004336019		1.05	[1.03-1.07]	Illumina [34740186] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST006414	Genome-wide genotyping array
2018-10-17	30061737	Nielsen JB	2018-07-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30061737	Biobank-driven genomic discovery yields new insight into atrial fibrillation biology.	Atrial fibrillation	60,620 European ancestry cases, 970,216 European ancestry controls	NA	1q21.3	1	154423470	KCNN3	IL6R			ENSG00000160712			rs6689306-A	rs6689306	0	6689306	intron_variant	0	0.413	1E-18	18.0		1.06	[1.05-1.08]	Illumina [34740186] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST006414	Genome-wide genotyping array
2018-10-17	30061737	Nielsen JB	2018-07-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30061737	Biobank-driven genomic discovery yields new insight into atrial fibrillation biology.	Atrial fibrillation	60,620 European ancestry cases, 970,216 European ancestry controls	NA	18q21.2	18	51153152	MEX3C	SMAD4 - SRSF10P1	ENSG00000141646	ENSG00000267717		68107	5130	rs9963878-C	rs9963878	0	9963878	intergenic_variant	1	0.085	2E-8	7.698970004336019		1.07	[1.04-1.09]	Illumina [34740186] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST006414	Genome-wide genotyping array
2018-10-17	30061737	Nielsen JB	2018-07-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30061737	Biobank-driven genomic discovery yields new insight into atrial fibrillation biology.	Atrial fibrillation	60,620 European ancestry cases, 970,216 European ancestry controls	NA	1q24.2	1	170618199	LINC01142	GORAB - PRRX1	ENSG00000120370	ENSG00000116132		64365	44529	rs577676-C	rs577676	0	577676	intron_variant	1	0.562	2E-20	19.69897000433602		1.07	[1.05-1.08]	Illumina [34740186] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST006414	Genome-wide genotyping array
2018-10-17	30061737	Nielsen JB	2018-07-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30061737	Biobank-driven genomic discovery yields new insight into atrial fibrillation biology.	Atrial fibrillation	60,620 European ancestry cases, 970,216 European ancestry controls	NA	4q25	4	110840331	PITX2	LINC01438 - MIR297	ENSG00000249519	ENSG00000215961		42987	20251	rs3853445-T	rs3853445	0	3853445	regulatory_region_variant	1	0.734	4E-52	51.39794000867204		1.16	[1.13-1.18]	Illumina [34740186] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST006414	Genome-wide genotyping array
2018-10-17	30061737	Nielsen JB	2018-07-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30061737	Biobank-driven genomic discovery yields new insight into atrial fibrillation biology.	Atrial fibrillation	60,620 European ancestry cases, 970,216 European ancestry controls	NA	3p22.2	3	38668824	SCN10A, SCN5A	SCN5A - SCN10A	ENSG00000183873	ENSG00000185313		19137	27978	rs7373065-T	rs7373065	0	7373065	intergenic_variant	1	0.049	3E-16	15.522878745280337		1.23	[1.17-1.29]	Illumina [34740186] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST006414	Genome-wide genotyping array
2018-10-17	30061737	Nielsen JB	2018-07-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30061737	Biobank-driven genomic discovery yields new insight into atrial fibrillation biology.	Atrial fibrillation	60,620 European ancestry cases, 970,216 European ancestry controls	NA	1p36.22	1	10730740	CASZ1	CASZ1			ENSG00000130940			rs284277-C	rs284277	0	284277	intron_variant	0	0.383	1E-9	9.0		1.04	[1.03-1.06]	Illumina [34740186] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST006414	Genome-wide genotyping array
2018-10-17	30061737	Nielsen JB	2018-07-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30061737	Biobank-driven genomic discovery yields new insight into atrial fibrillation biology.	Atrial fibrillation	60,620 European ancestry cases, 970,216 European ancestry controls	NA	4q25	4	110603473	PITX2	PANCR			ENSG00000250103			rs61501369-T	rs61501369	0	61501369	intron_variant	0	0.234	1E-28	28.0		1.1	[1.09-1.12]	Illumina [34740186] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST006414	Genome-wide genotyping array
2018-10-17	30061737	Nielsen JB	2018-07-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30061737	Biobank-driven genomic discovery yields new insight into atrial fibrillation biology.	Atrial fibrillation	60,620 European ancestry cases, 970,216 European ancestry controls	NA	1p34.2	1	41078607	SCMH1	SCMH1			ENSG00000010803			rs2885697-G	rs2885697	0	2885697	intron_variant	0	0.352	3E-10	9.522878745280337		1.04	[1.03-1.06]	Illumina [34740186] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST006414	Genome-wide genotyping array
2018-10-17	30061737	Nielsen JB	2018-07-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30061737	Biobank-driven genomic discovery yields new insight into atrial fibrillation biology.	Atrial fibrillation	60,620 European ancestry cases, 970,216 European ancestry controls	NA	4q25	4	111004500	PITX2	LYPLA1P2 - NA	ENSG00000251483			58701		rs79399769-C	rs79399769	0	79399769	intron_variant	1	0.966	2E-18	17.69897000433602		1.24	[1.18-1.30]	Illumina [34740186] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST006414	Genome-wide genotyping array
2018-10-17	30061737	Nielsen JB	2018-07-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30061737	Biobank-driven genomic discovery yields new insight into atrial fibrillation biology.	Atrial fibrillation	60,620 European ancestry cases, 970,216 European ancestry controls	NA	1p32.3	1	51069367	MIR6500	MIR6500 - C1orf185	ENSG00000275816	ENSG00000204006		9264	32854	rs146518726-A	rs146518726	0	146518726	intergenic_variant	1	0.033	8E-15	14.096910013008056		1.17	[1.13-1.22]	Illumina [34740186] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST006414	Genome-wide genotyping array
2018-10-17	30061737	Nielsen JB	2018-07-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30061737	Biobank-driven genomic discovery yields new insight into atrial fibrillation biology.	Atrial fibrillation	60,620 European ancestry cases, 970,216 European ancestry controls	NA	4q25	4	111533139	PITX2							rs138311480-C	rs138311480	0	138311480	intron_variant	1	0.978	3E-9	8.522878745280337		1.18	[1.12-1.25]	Illumina [34740186] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST006414	Genome-wide genotyping array
2018-10-17	30061737	Nielsen JB	2018-07-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30061737	Biobank-driven genomic discovery yields new insight into atrial fibrillation biology.	Atrial fibrillation	60,620 European ancestry cases, 970,216 European ancestry controls	NA	4q25	4	111683665	PITX2							rs114904067-G	rs114904067	0	114904067	intron_variant	1	0.972	9E-9	8.045757490560675		1.13	[1.09-1.18]	Illumina [34740186] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST006414	Genome-wide genotyping array
2018-10-17	30061737	Nielsen JB	2018-07-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30061737	Biobank-driven genomic discovery yields new insight into atrial fibrillation biology.	Atrial fibrillation	60,620 European ancestry cases, 970,216 European ancestry controls	NA	1q21.2	1	147783720	GJA5	GJA5 - GJA8	ENSG00000265107	ENSG00000121634		10358	119075	rs79187193-G	rs79187193	0	79187193	intron_variant	1	0.943	3E-14	13.522878745280337		1.12	[1.09-1.16]	Illumina [34740186] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST006414	Genome-wide genotyping array
2018-10-17	30061737	Nielsen JB	2018-07-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30061737	Biobank-driven genomic discovery yields new insight into atrial fibrillation biology.	Atrial fibrillation	60,620 European ancestry cases, 970,216 European ancestry controls	NA	4q34.1	4	173526198	HAND2, HAND2-AS1	HAND2			ENSG00000164107			rs10520260-A	rs10520260	0	10520260	3_prime_UTR_variant	0	0.679	6E-10	9.221848749616356		1.05	[1.03-1.06]	Illumina [34740186] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST006414	Genome-wide genotyping array
2018-10-17	30061737	Nielsen JB	2018-07-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30061737	Biobank-driven genomic discovery yields new insight into atrial fibrillation biology.	Atrial fibrillation	60,620 European ancestry cases, 970,216 European ancestry controls	NA	1q24.2	1	170224684	LINC01142	LINC01681			ENSG00000233985			rs72700114-C	rs72700114	0	72700114	intron_variant	0	0.076	3E-54	53.52287874528034		1.22	[1.19-1.26]	Illumina [34740186] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST006414	Genome-wide genotyping array
2018-10-17	30061737	Nielsen JB	2018-07-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30061737	Biobank-driven genomic discovery yields new insight into atrial fibrillation biology.	Atrial fibrillation	60,620 European ancestry cases, 970,216 European ancestry controls	NA	6q22.31	6	121778006	HSF2	RPL23AP48 - HMGB3P18	ENSG00000219135	ENSG00000220184		97547	80173	rs9401451-G	rs9401451	0	9401451	intergenic_variant	1	0.900	3E-11	10.522878745280337		1.08	[1.05-1.10]	Illumina [34740186] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST006414	Genome-wide genotyping array
2018-10-17	30061737	Nielsen JB	2018-07-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30061737	Biobank-driven genomic discovery yields new insight into atrial fibrillation biology.	Atrial fibrillation	60,620 European ancestry cases, 970,216 European ancestry controls	NA	1q32.1	1	205722188	NUCKS1, SLC41A1	NUCKS1			ENSG00000069275			rs4951258-A	rs4951258	0	4951258	intron_variant	0	0.416	2E-8	7.698970004336019		1.04	[1.02-1.05]	Illumina [34740186] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST006414	Genome-wide genotyping array
2018-10-17	30061737	Nielsen JB	2018-07-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30061737	Biobank-driven genomic discovery yields new insight into atrial fibrillation biology.	Atrial fibrillation	60,620 European ancestry cases, 970,216 European ancestry controls	NA	10q24.33	10	103517717	NEURL1	NEURL1			ENSG00000107954			rs55693294-T	rs55693294	0	55693294	intron_variant	0	0.061	4E-9	8.397940008672037		1.09	[1.06-1.12]	Illumina [34740186] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST006414	Genome-wide genotyping array
2018-10-17	30061737	Nielsen JB	2018-07-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30061737	Biobank-driven genomic discovery yields new insight into atrial fibrillation biology.	Atrial fibrillation	60,620 European ancestry cases, 970,216 European ancestry controls	NA	12p12.1	12	24562114	LINC00477	SOX5			ENSG00000134532			rs2291437-G	rs2291437	0	2291437	intron_variant	0	0.105	2E-17	16.69897000433602		1.09	[1.07-1.12]	Illumina [34740186] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST006414	Genome-wide genotyping array
2018-10-17	30061737	Nielsen JB	2018-07-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30061737	Biobank-driven genomic discovery yields new insight into atrial fibrillation biology.	Atrial fibrillation	60,620 European ancestry cases, 970,216 European ancestry controls	NA	12q13.2	12	55662031	NACA	PSMB3P1 - METTL7B	ENSG00000258907	ENSG00000170439		6863	19647	rs11614818-C	rs11614818	0	11614818	intergenic_variant	1	0.363	2E-8	7.698970004336019		1.04	[1.03-1.05]	Illumina [34740186] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST006414	Genome-wide genotyping array
2018-10-17	30061737	Nielsen JB	2018-07-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30061737	Biobank-driven genomic discovery yields new insight into atrial fibrillation biology.	Atrial fibrillation	60,620 European ancestry cases, 970,216 European ancestry controls	NA	2p13.3	2	69879700	GMCL1, ANXA4	GMCL1			ENSG00000087338			rs6747542-T	rs6747542	0	6747542	3_prime_UTR_variant	0	0.536	1E-16	16.0		1.06	[1.04-1.07]	Illumina [34740186] (imputed)	N	atrial fibrillation	http://www.ebi.ac.uk/efo/EFO_0000275	GCST006414	Genome-wide genotyping array
